row_id,cluster_id,prior_cluster_id,company_id,memory_type,statement,status,confidence,materiality,source,source_id,first_seen_at,last_seen_at,proposed_action,action_basis,cleanup_safe_without_approval
656,active_fanout_0001,fanout_0001,PETTIMED,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:03+00:00,2026-05-04T08:25:03+00:00,manual_review,active_duplicate_cluster,no
659,active_fanout_0001,fanout_0001,PETT,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:04+00:00,2026-05-04T08:25:04+00:00,manual_review,active_duplicate_cluster,no
1078,active_fanout_0001,fanout_0001,PET,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:46+00:00,2026-05-04T08:26:46+00:00,manual_review,active_duplicate_cluster,no
1796,active_fanout_0001,fanout_0001,PETT,catalyst,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-05T04:20:56+00:00,2026-05-05T04:20:56+00:00,manual_review,active_duplicate_cluster,no
261,active_fanout_0002,fanout_0002,A2 MILK,observed_fact,A2 MILK's share price dropped 10% due to a product recall,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:23:57+00:00,2026-05-04T08:23:57+00:00,manual_review,active_duplicate_cluster,no
283,active_fanout_0002,fanout_0002,A2M,observed_fact,A2 MILK's share price dropped 10% due to a product recall,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:01+00:00,2026-05-04T08:24:01+00:00,manual_review,active_duplicate_cluster,no
288,active_fanout_0003,fanout_0003,A2 MILK,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:02+00:00,2026-05-04T08:24:02+00:00,manual_review,active_duplicate_cluster,no
310,active_fanout_0003,fanout_0003,A2M,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:07+00:00,2026-05-04T08:24:07+00:00,manual_review,active_duplicate_cluster,no
554,active_fanout_0004,fanout_0004,ACCENT GROUP,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:46+00:00,2026-05-04T08:24:46+00:00,manual_review,active_duplicate_cluster,no
392,active_fanout_0005,fanout_0005,ACCENT GROUP,observed_fact,ACCENT GROUP's EBIT for the second half has been decreased by $7 million,active,0.82,0.62,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:19+00:00,2026-05-04T08:24:19+00:00,manual_review,active_duplicate_cluster,no
365,active_fanout_0006,fanout_0006,ACCENT GROUP,observed_fact,ACCENT GROUP's share price is down 12.9% after a downgrade announcement,active,0.83,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:15+00:00,2026-05-04T08:24:15+00:00,manual_review,active_duplicate_cluster,no
240,active_fanout_0007,fanout_0008,GCM CORPORATION,observed_fact,Chrysos Corporation's share price fell 6.39% despite a positive trading update,active,0.8,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:23:55+00:00,2026-05-04T08:23:55+00:00,manual_review,active_duplicate_cluster,no
255,active_fanout_0007,fanout_0008,C79,observed_fact,Chrysos Corporation's share price fell 6.39% despite a positive trading update,active,0.8,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:23:57+00:00,2026-05-04T08:23:57+00:00,manual_review,active_duplicate_cluster,no
801,active_fanout_0007,fanout_0008,GCM,observed_fact,Chrysos Corporation's share price fell 6.39% despite a positive trading update,active,0.8,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:32+00:00,2026-05-04T08:25:32+00:00,manual_review,active_duplicate_cluster,no
1691,active_fanout_0007,fanout_0008,GCMC,observed_fact,Chrysos Corporation's share price fell 6.39% despite a positive trading update,active,0.8,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-05T04:19:40+00:00,2026-05-05T04:19:40+00:00,manual_review,active_duplicate_cluster,no
312,active_fanout_0008,fanout_0009,ASX,observed_fact,"Cockia's share price dropped 29% on the day of the recall announcement in September 2011, but then the share price took off from there",active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:07+00:00,2026-05-04T08:24:07+00:00,manual_review,active_duplicate_cluster,no
313,active_fanout_0008,fanout_0009,TXT,observed_fact,"Cockia's share price dropped 29% on the day of the recall announcement in September 2011, but then the share price took off from there",active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:07+00:00,2026-05-04T08:24:07+00:00,manual_review,active_duplicate_cluster,no
314,active_fanout_0008,fanout_0009,XTX,observed_fact,"Cockia's share price dropped 29% on the day of the recall announcement in September 2011, but then the share price took off from there",active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:08+00:00,2026-05-04T08:24:08+00:00,manual_review,active_duplicate_cluster,no
