row_id,ticker/entity,memory_type,statement/text,status,confidence,source_id,source_type,source_title,source_published_at,created_at,updated_at,duplicate_cluster_id,fanout_cluster_size,classification,proposed_action,reason,certainty,risk_level,manual_review_required,original_store,proposed_destination_if_any,sample_review_label,entity_text_present_in_statement,review_note
636,ASX,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:25:00+00:00,2026-05-04T08:25:00+00:00,fanout_0001,67,candidate_expire_duplicate_fanout,status_expire_candidate,explicit target PET/PETT/PETTIMED does not match current entity; duplicate fanout cluster preserves matching target rows elsewhere,high,MEDIUM,no,company_memory.sqlite:memory_entries,DATA_MISSING,expire,no,no_obvious_preserve_conflict_by_csv_mapping
258,ASX,observed_fact,A2 MILK's share price dropped 10% due to a product recall,active,0.82,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:57+00:00,2026-05-04T08:23:57+00:00,fanout_0002,50,candidate_expire_duplicate_fanout,status_expire_candidate,explicit target A2M/A2 MILK does not match current entity; duplicate fanout cluster preserves matching target rows elsewhere,high,MEDIUM,no,company_memory.sqlite:memory_entries,DATA_MISSING,expire,no,no_obvious_preserve_conflict_by_csv_mapping
285,ASX,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:24:02+00:00,2026-05-04T08:24:02+00:00,fanout_0003,50,candidate_expire_duplicate_fanout,status_expire_candidate,explicit target A2M/A2 MILK does not match current entity; duplicate fanout cluster preserves matching target rows elsewhere,high,MEDIUM,no,company_memory.sqlite:memory_entries,DATA_MISSING,expire,no,no_obvious_preserve_conflict_by_csv_mapping
528,ASX,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,fanout_0004,50,candidate_expire_duplicate_fanout,status_expire_candidate,explicit target ACC/ACCENT GROUP does not match current entity; duplicate fanout cluster preserves matching target rows elsewhere,high,MEDIUM,no,company_memory.sqlite:memory_entries,DATA_MISSING,expire,no,no_obvious_preserve_conflict_by_csv_mapping
366,ASX,observed_fact,ACCENT GROUP's EBIT for the second half has been decreased by $7 million,active,0.82,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:24:15+00:00,2026-05-04T08:24:15+00:00,fanout_0005,50,candidate_expire_duplicate_fanout,status_expire_candidate,explicit target ACC/ACCENT GROUP does not match current entity; duplicate fanout cluster preserves matching target rows elsewhere,high,MEDIUM,no,company_memory.sqlite:memory_entries,DATA_MISSING,expire,no,no_obvious_preserve_conflict_by_csv_mapping
339,ASX,observed_fact,ACCENT GROUP's share price is down 12.9% after a downgrade announcement,active,0.83,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:24:11+00:00,2026-05-04T08:24:11+00:00,fanout_0006,50,candidate_expire_duplicate_fanout,status_expire_candidate,explicit target ACC/ACCENT GROUP does not match current entity; duplicate fanout cluster preserves matching target rows elsewhere,high,MEDIUM,no,company_memory.sqlite:memory_entries,DATA_MISSING,expire,no,no_obvious_preserve_conflict_by_csv_mapping
15,ASX,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,0.82,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:27+00:00,2026-05-04T08:23:27+00:00,fanout_0007,50,candidate_expire_duplicate_fanout,status_expire_candidate,explicit target ATLASSIAN does not match current entity; duplicate fanout cluster preserves matching target rows elsewhere,high,MEDIUM,no,company_memory.sqlite:memory_entries,DATA_MISSING,expire,no,no_obvious_preserve_conflict_by_csv_mapping
231,ASX,observed_fact,Chrysos Corporation's share price fell 6.39% despite a positive trading update,active,0.8,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:53+00:00,2026-05-04T08:23:53+00:00,fanout_0008,50,candidate_expire_duplicate_fanout,status_expire_candidate,explicit target CHRYSOS/C79/GCM does not match current entity; duplicate fanout cluster preserves matching target rows elsewhere,high,MEDIUM,no,company_memory.sqlite:memory_entries,DATA_MISSING,expire,no,no_obvious_preserve_conflict_by_csv_mapping
582,ASX,risk,Negative trading updates from A2 MILK and ENDEAVOR GROUP,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:24:50+00:00,2026-05-04T08:24:50+00:00,fanout_0011,50,candidate_expire_duplicate_fanout,status_expire_candidate,"explicit target A2M/A2 MILK, END/EDV/ENDV/ENDEAVOR GROUP does not match current entity; duplicate fanout cluster preserves matching target rows elsewhere",high,MEDIUM,no,company_memory.sqlite:memory_entries,DATA_MISSING,expire,no,no_obvious_preserve_conflict_by_csv_mapping
177,ASX,observed_fact,PETTIMED's share price is down 35.71%,active,0.82,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:45+00:00,2026-05-04T08:23:45+00:00,fanout_0012,50,candidate_expire_duplicate_fanout,status_expire_candidate,explicit target PET/PETT/PETTIMED does not match current entity; duplicate fanout cluster preserves matching target rows elsewhere,high,MEDIUM,no,company_memory.sqlite:memory_entries,DATA_MISSING,expire,no,no_obvious_preserve_conflict_by_csv_mapping
