row_id,company_id,memory_type,statement,source,source_id,status_before,status_after,first_seen_at,last_seen_at_after,closed_at_after,cleanup_timestamp,approval_id,mutation_path
636,ASX,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:00+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
637,TXT,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:00+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
638,XTX,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:00+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
641,ATLASSIAN,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:00+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
642,NAB,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:01+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
643,BHP,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:01+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
647,CLARITY,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:02+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
652,IMRO,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:02+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
653,PENINSULA,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:03+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
655,VERITUS,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:03+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
657,IMPEDIMED,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:03+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
658,INDE,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:04+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
660,C79,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:04+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
661,A2M,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:04+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1065,END,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:42+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1066,COH,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:42+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1067,WES,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:43+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1068,WBC,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:44+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1069,KEY,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:44+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1070,GCM,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:44+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1071,MAR,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:44+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1072,CLT,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:44+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1073,WIN,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:44+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1074,SKT,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:45+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1075,VCE,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:45+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1076,SNW,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:46+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1077,LON,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:46+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1079,STK,risk,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:26:46+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
